"539","59","Vita","1",NULL
"540","60","208/308","1",NULL
"541","60","328","1",NULL
"542","60","348","1",NULL
"543","60","360","1",NULL
"544","60","400","1",NULL
"545","60","412","1",NULL
"546","60","456","1",NULL
"547","60","458","1",NULL
"548","60","512 BB","1",NULL
"549","60","512 M","1",NULL
"550","60","512 TR","1",NULL
"551","60","550","1",NULL
"552","60","575M","1",NULL
"553","60","599","1",NULL
"554","60","612","1",NULL
"555","60","California","1",NULL
"556","60","Enzo","1",NULL
"557","60","F12berlinetta","1",NULL
"558","60","F355","1",NULL
"559","60","F40","1",NULL
"560","60","F430","1",NULL
"561","60","F50","1",NULL
"562","60","FF","1",NULL
"563","60","LaFerrari","1",NULL
"564","60","Mondial","1",NULL
"565","60","Testarossa","1",NULL
"566","61","124","1",NULL
"567","61","126","1",NULL
"568","61","127","1",NULL
"569","61","128","1",NULL
"570","61","130","1",NULL
"571","61","131","1",NULL
"572","61","132","1",NULL
"573","61","238","1",NULL
"574","61","500","1",NULL
"575","61","500L","1",NULL
"576","61","600","1",NULL
"577","61","900T","1",NULL
"578","61","Albea","1",NULL
"579","61","Argenta","1",NULL
"580","61","Barchetta","1",NULL
"581","61","Brava","1",NULL
"582","61","Bravo","1",NULL
"583","61","Cinquecento","1",NULL
"584","61","Coupe","1",NULL
"585","61","Croma","1",NULL
"586","61","Doblo","1",NULL
"587","61","Duna","1",NULL
"588","61","Fiorino","1",NULL
"589","61","Freemont","1",NULL
"590","61","Idea","1",NULL
"591","61","Linea","1",NULL
"592","61","Marea","1",NULL
"593","61","Multipla","1",NULL
"594","61","Palio","1",NULL
"595","61","Panda","1",NULL
"596","61","Punto","1",NULL
"597","61","Qubo","1",NULL
"598","61","Regata","1",NULL
"599","61","Ritmo","1",NULL
"600","61","Sedici","1",NULL
"601","61","Seicento","1",NULL
"602","61","Siena","1",NULL
"603","61","Stilo","1",NULL
"604","61","Strada","1",NULL
"605","61","Tempra","1",NULL
"606","61","Tipo","1",NULL
"607","61","Ulysse","1",NULL
"608","61","UNO","1",NULL
"609","61","X 1/9","1",NULL
"610","62","Karma","1",NULL
"611","63","Aerostar","1",NULL
"612","63","Aspire","1",NULL
"613","63","B-MAX","1",NULL
"614","63","Bronco","1",NULL
"615","63","C-MAX","1",NULL
"616","63","Capri","1",NULL
"617","63","Consul","1",NULL
"618","63","Contour","1",NULL
"619","63","Cougar","1",NULL
"620","63","Crown Victoria","1",NULL
"621","63","Econoline","1",NULL
"622","63","EcoSport","1",NULL
"623","63","Edge","1",NULL
"624","63","Escape","1",NULL
"625","63","Escort (North America)","1",NULL
"626","63","Escort","1",NULL
"627","63","Everest","1",NULL
"628","63","Excursion","1",NULL
"629","63","Expedition","1",NULL
"630","63","Explorer","1",NULL
"631","63","F-150","1",NULL
"632","63","Fairmont","1",NULL
"633","63","Festiva","1",NULL
"634","63","Fiesta","1",NULL
"635","63","Five Hundred","1",NULL
"636","63","Flex","1",NULL
"637","63","Focus","1",NULL
"638","63","Freestar","1",NULL
"639","63","Freestyle","1",NULL
"640","63","Fusion (North America)","1",NULL
"641","63","Fusion","1",NULL
"642","63","Galaxy","1",NULL
"643","63","Granada (North America)","1",NULL
"644","63","Granada","1",NULL
"645","63","GT","1",NULL
"646","63","Ixion","1",NULL
"647","63","KA","1",NULL
"648","63","Kuga","1",NULL
"649","63","Laser","1",NULL
"650","63","LTD Crown Victoria","1",NULL
"651","63","Maverick","1",NULL
"652","63","Mondeo","1",NULL
"653","63","Mustang","1",NULL
"654","63","Orion","1",NULL
"655","63","Probe","1",NULL
"656","63","Puma","1",NULL
"657","63","Ranger (North America)","1",NULL
"658","63","Ranger","1",NULL
"659","63","S-MAX","1",NULL
"660","63","Scorpio","1",NULL
"661","63","Sierra","1",NULL
"663","63","Taunus","1",NULL
"664","63","Taurus","1",NULL
"665","63","Taurus X","1",NULL
"666","63","Tempo","1",NULL
"667","63","Thunderbird","1",NULL
"668","63","Tourneo Connect","1",NULL
"669","63","Windstar","1",NULL
"670","64","Midi","1",NULL
"671","64","Tunland","1",NULL
"672","65","125p","1",NULL
"673","65","126p","1",NULL
"674","65","127p","1",NULL
"675","65","132p","1",NULL
"676","65","Polonez","1",NULL
"677","66","6500 (Land King)","1",NULL
"678","67","Beauty Leopard","1",NULL
"679","67","CK (Otaka)","1",NULL
"680","67","Emgrand EC7","1",NULL
"681","67","Emgrand EC8","1",NULL
"682","67","Emgrand X7","1",NULL
"683","67","FC (Vision)","1",NULL
"684","67","Haoqing","1",NULL
"685","67","LC (Panda)","1",NULL
"686","67","LC (Panda) Cross","1",NULL
"687","67","MK Cross","1",NULL
"688","67","MK","1",NULL
"689","67","MR","1",NULL
"690","68","Metro","1",NULL
"691","68","Prizm","1",NULL
"692","68","Spectrum","1",NULL
"693","68","Storm","1",NULL
"694","68","Tracker","1",NULL
"695","69","Acadia","1",NULL
"696","69","Canyon","1",NULL
"697","69","Envoy","1",NULL
"698","69","Jimmy","1",NULL
"699","69","Safari","1",NULL
"700","69","Savana","1",NULL
"701","69","Sierra","1",NULL
"702","69","Sonoma","1",NULL
"703","69","Suburban","1",NULL
"704","69","Syclone","1",NULL
"705","69","Terrain","1",NULL
"706","69","Typhoon","1",NULL
"707","69","Vandura","1",NULL
"708","69","Yukon","1",NULL
"709","70","Troy","1",NULL
"710","71","Coolbear","1",NULL
"711","71","Cowry (V80)","1",NULL
"712","71","Deer","1",NULL
"713","71","Florid","1",NULL
"714","71","Hover","1",NULL
"715","71","Hover M1 (Peri 4x4)","1",NULL
"716","71","Hover M2","1",NULL
"717","71","Hover M4","1",NULL
"718","71","Pegasus","1",NULL
"719","71","Peri","1",NULL
"720","71","Safe","1",NULL
"721","71","Sailor","1",NULL
"722","71","Sing RUV","1",NULL
"723","71","Socool","1",NULL
"724","71","Voleex C10 (Phenom)","1",NULL
"725","71","Wingle","1",NULL
"726","72","Brio","1",NULL
"727","72","Princip","1",NULL
"728","72","Saibao","1",NULL
"729","72","Sigma","1",NULL
"730","72","Simbo","1",NULL
"731","73","3","1",NULL
"732","73","7","1",NULL
"733","73","M3","1",NULL
"734","74","Ambassador","1",NULL
"735","74","Contessa","1",NULL
"736","75","Apollo","1",NULL
"737","75","Astra","1",NULL
"738","75","Barina","1",NULL
"739","75","Calais","1",NULL
"740","75","Caprice","1",NULL
"742","75","Commodore","1",NULL
"743","75","Cruze","1",NULL
"744","75","Frontera","1",NULL
"745","75","Jackaroo","1",NULL
"746","75","Monaro","1",NULL
"747","75","Rodeo","1",NULL
"750","75","UTE","1",NULL
"751","75","Vectra","1",NULL
"752","75","Zafira","1",NULL
"753","76","Accord","1",NULL
"754","76","Airwave","1",NULL
"755","76","Ascot","1",NULL
"756","76","Avancier","1",NULL
"757","76","Beat","1",NULL
"758","76","Capa","1",NULL
"759","76","City","1",NULL
"760","76","Civic Ferio","1",NULL
"761","76","Civic","1",NULL
"762","76","Concerto","1",NULL
"763","76","CR-V","1",NULL
"764","76","CR-X","1",NULL
"765","76","CR-Z","1",NULL
"766","76","Crossroad","1",NULL
"767","76","Crosstour","1",NULL
"768","76","Domani","1",NULL
"769","76","Edix","1",NULL
"770","76","Element","1",NULL
"771","76","Elysion","1",NULL
"772","76","FCX Clarity","1",NULL
"773","76","Fit Aria","1",NULL
"774","76","Fit","1",NULL
"775","76","FR-V","1",NULL
"776","76","Freed","1",NULL
"777","76","HR-V","1",NULL
"778","76","Insight","1",NULL
"779","76","Inspire","1",NULL
"780","76","Integra","1",NULL
"781","76","Integra SJ","1",NULL
"782","76","Jazz","1",NULL
"783","76","Legend","1",NULL
"784","76","Life","1",NULL
"785","76","Logo","1",NULL
"786","76","MDX","1",NULL
"787","76","Mobilio","1",NULL
"788","76","NSX","1",NULL
"789","76","Odyssey (North America)","1",NULL
"790","76","Odyssey","1",NULL
"791","76","Orthia","1",NULL
"792","76","Partner","1",NULL
"793","76","Passport","1",NULL
"794","76","Pilot","1",NULL
"795","76","Prelude","1",NULL
"796","76","Quint","1",NULL
"797","76","Rafaga","1",NULL
"798","76","Ridgeline","1",NULL
"799","76","S-MX","1",NULL
"800","76","S2000","1",NULL
"801","76","Saber","1",NULL
"802","76","Shuttle","1",NULL
"803","76","Stepwgn","1",NULL
"804","76","Stream","1",NULL
"805","76","That\"S","1",NULL
"806","76","Today","1",NULL
"807","76","Torneo","1",NULL
"808","76","Vamos","1",NULL
"809","76","Vigor","1",NULL
"810","76","Z","1",NULL
"811","76","Zest","1",NULL
"812","77","Antelope","1",NULL
"813","77","Landscape","1",NULL
"814","77","Plutus","1",NULL
"815","78","H1","1",NULL
"816","78","H2","1",NULL
"817","78","H3","1",NULL
"818","79","Accent","1",NULL
"819","79","Atos","1",NULL
"820","79","Avante","1",NULL
"821","79","Centennial","1",NULL
"822","79","Coupe","1",NULL
"823","79","Dynasty","1",NULL
"824","79","Elantra","1",NULL
"825","79","Equus","1",NULL
"826","79","Excel","1",NULL
"827","79","Galloper","1",NULL
"828","79","Genesis","1",NULL
"829","79","Genesis Coupe","1",NULL
"830","79","Getz","1",NULL
"831","79","Grandeur","1",NULL
"832","79","i10","1",NULL
"833","79","i20","1",NULL
"834","79","i30","1",NULL
"835","79","i40","1",NULL
"836","79","ix20","1",NULL
"837","79","ix35","1",NULL
"838","79","ix55","1",NULL
"839","79","Lantra","1",NULL
"840","79","Lavita","1",NULL
"841","79","Marcia","1",NULL
"842","79","Matrix","1",NULL
"843","79","Maxcruz","1",NULL
"844","79","Pony","1",NULL
"845","79","Santa Fe","1",NULL
"846","79","Santamo","1",NULL
"847","79","Scoupe","1",NULL
"848","79","Solaris","1",NULL
"849","79","Sonata","1",NULL
"850","79","Starex (H-1)","1",NULL
"851","79","Stellar","1",NULL
"852","79","Terracan","1",NULL
"853","79","Tiburon","1",NULL
"854","79","Trajet","1",NULL
"855","79","Tucson","1",NULL
"856","79","Tuscani","1",NULL
"857","79","Veloster","1",NULL
"858","79","Veracruz","1",NULL
"859","79","Verna","1",NULL
"860","79","XG","1",NULL
"861","80","EX","1",NULL
"862","80","FX","1",NULL
"863","80","G","1",NULL
"864","80","I","1",NULL
"865","80","J","1",NULL
"866","80","JX","1",NULL
"867","80","M","1",NULL
"868","80","Q","1",NULL
"869","80","Q50","1",NULL
"870","80","Q60","1",NULL
"871","80","QX","1",NULL
"872","80","QX50","1",NULL
"873","80","QX60","1",NULL
"874","80","QX70","1",NULL
